997	Add migration system coverage tests (550+ tests)	Godzilla675:schema-migration-for-zio-schema-2-system-v3	CLOSED	2026-02-06T18:09:00Z
993	More efficient implementations in `json` package	plokhotnyuk:main	MERGED	2026-02-06T16:47:27Z
991	Switch `Patch`, `DynamicPatch`, `JsonPatch`, `Differ`. `JsonDiffer`, `LSC` to use `Chunk` instead of `Vector`	plokhotnyuk:main	MERGED	2026-02-06T12:23:58Z
990	More efficient `Chunk` and `Json` implementations	plokhotnyuk:main	MERGED	2026-02-06T09:33:38Z
989	Remove usage of experimental macro in Scope + run Scope tests in CI	ghostdogpr:scope-macro	MERGED	2026-02-06T02:41:14Z
988	Trim TypeId by removing trait subtypes and enum cases	ghostdogpr:trim-typeid	MERGED	2026-02-06T01:19:46Z
987	Update zio-json to 0.9.0	update/zio-json-0.9.0	CLOSED	2026-02-06T00:59:12Z
986	feat(scope): Add compile-time resource escape prevention with scoped values	scoped-tagging-experiment	MERGED	2026-02-05T23:25:39Z
985	feat(scope): Add Wireable.apply and Wireable.fromWire convenience constructors	wireable-convenience	MERGED	2026-02-05T16:41:05Z
984	Schema migration system for ZIO Schema 2	Godzilla675:schema-migration-for-zio-schema-2-system-v3	CLOSED	2026-02-05T16:24:38Z
983	More efficient implementation of `sortKeys`, `dropNulls`, `dropEmpty`, and `normalize` calls in `Json`	plokhotnyuk:main	MERGED	2026-02-05T14:02:54Z
982	Schema migration system for ZIO Schema 2	Godzilla675:schema-migration-for-zio-schema-2-system-v2	CLOSED	2026-02-05T13:07:14Z
980	Replace `Vector` by `Chunk` in `JsonSelection`	plokhotnyuk:main	MERGED	2026-02-05T11:43:21Z
977	feat(scope): Add Scope module - compile-time verified DI with lifecycle safety	wire	MERGED	2026-02-05T02:05:40Z
976	Algebraic schema migration full	AtlasPA:Algebraic-schema-migration-full	CLOSED	2026-02-05T01:45:24Z
975	Update sbt, sbt-dependency-tree, ... to 1.12.2	update/sbt-1.12.2	MERGED	2026-02-05T01:01:30Z
974	Schema migration system for ZIO Schema 2	Godzilla675:schema-migration-for-zio-schema-2-system	CLOSED	2026-02-04T17:03:53Z
973	Switch `Json.Number` value to `BigDecimal`	plokhotnyuk:main	MERGED	2026-02-04T15:25:22Z
972	Documentation of Type-class Derivation	khajavi:type-class-derivation-documentation	MERGED	2026-02-04T15:10:09Z
971	Use `java.lang.StringBuilder` instead of `scala.collection.mutable.StringBuilder`	plokhotnyuk:main	MERGED	2026-02-04T13:49:35Z
970	feat: basic migration system for ZIO schema 2	BenraouaneSoufiane:schema-migration	CLOSED	2026-02-04T13:34:06Z
969	More efficient `JsonPatch`, `DynamicPatch` and `JsonSelection` implementations	plokhotnyuk:main	MERGED	2026-02-04T10:33:10Z
968	feat(schema): implement Schema Migration System (#519)	yuvrajangadsingh:feat/schema-migration-519-v2	CLOSED	2026-02-04T10:28:35Z
967	More efficient `Json` implementation	plokhotnyuk:main	MERGED	2026-02-04T08:55:39Z
966	feat(schema): implement Schema Migration System (#519)	schema-migration-system-519	OPEN	2026-02-04T06:15:43Z
965	Update bson to 5.6.3	update/bson-5.6.3	MERGED	2026-02-04T00:58:17Z
964	Cleanup API and implementations of `Chunk`, `DynamicOptic`, `Json`, and `MergeStrategy`	plokhotnyuk:main	MERGED	2026-02-03T16:15:36Z
963	Use type representations as keys in the typeId cache	plokhotnyuk:main	MERGED	2026-02-03T08:54:05Z
962	fix(schema): restore structural type derivation support for Scala 3	fix/restore-structural-type-derivation	MERGED	2026-02-03T08:07:42Z
961	Migration System for ZIO Schema	elskow:zio-migration-system	OPEN	2026-02-03T02:33:13Z
960	feat: Implement pure schema migration system	rajim59:feature/schema-migration-519	OPEN	2026-02-02T21:22:57Z
959	Schema Migration for zio-blocks	Nanashi-lab:migrationbounty	OPEN	2026-02-02T20:30:07Z
958	Improve test coverage for `ChunkMap`	plokhotnyuk:main	MERGED	2026-02-02T17:44:46Z
957	More efficient `Chunk` and `ChunkMap` implementations	plokhotnyuk:main	MERGED	2026-02-02T15:05:11Z
956	Fix compilation error in tests after merge	plokhotnyuk:main	MERGED	2026-02-02T12:33:11Z
955	More efficient `Chunk` implementation	plokhotnyuk:main	CLOSED	2026-02-02T10:56:44Z
954	Remove a few remaining references to Scala Native	ghostdogpr:remove-native	MERGED	2026-02-02T04:56:42Z
953	Use exceptions rather than Either in wrapper transformations	ghostdogpr:remove-either	MERGED	2026-02-02T02:53:13Z
952	Refactor TypeRegistry into composable BindingResolver trait hierarchy	typeregistry-improvements	MERGED	2026-02-02T02:06:00Z
951	Remove Scala Native references	remove-scala-native-references	MERGED	2026-02-01T18:51:11Z
950	perf(typeid): macro caching + restore structural type derivation	perf/typeid-macro-caching	MERGED	2026-02-01T17:36:56Z
948	feat(combinators): add tuple combinators microlib	fix/either-alternator-same-type	OPEN	2026-02-01T16:26:49Z
946	docs: comprehensive documentation improvements and mdoc fixes	docs/comprehensive-improvement	MERGED	2026-02-01T13:44:28Z
944	Algebraic Migration System	elskow:feature/migration-system-519	CLOSED	2026-02-01T09:33:45Z
942	Remove Scala Native platform support from build and CI	copilot/remove-native-from-build-ci	MERGED	2026-02-01T06:46:19Z
941	feat(migration): Pure algebraic schema migration system	natinew77-creator:feature/schema-migration-519	CLOSED	2026-02-01T06:18:21Z
940	Publish modules compiled with Scala 3.7 under zio-blocks-next	ghostdogpr:next	MERGED	2026-02-01T06:06:43Z
939	feat: Schema Migration System for ZIO Schema 2	yuvrajangadsingh:feat/schema-migration-system-519	CLOSED	2026-02-01T05:53:46Z
938	Improve schemaJVM test coverage with distributed tests	improve-schemaJVM-coverage	MERGED	2026-02-01T04:04:53Z
937	Update scalafmt-core to 3.10.6	update/scalafmt-core-3.10.6	CLOSED	2026-02-01T01:11:03Z
936	Add guideline for monitoring PR checks without context bloat	improve-agents-md	MERGED	2026-02-01T00:58:28Z
935	Add TypeId#clazz and TypeId#construct for JVM reflection support	typeid-reflection	MERGED	2026-02-01T00:49:55Z
933	Update AGENTS.md with sbt troubleshooting and clarified PR workflow	update-agents-md	MERGED	2026-01-31T23:53:52Z
932	Fix CI	ghostdogpr:fix-ci	MERGED	2026-01-31T23:29:57Z
931	Add Context microlibrary: type-indexed heterogeneous collection	feature/context-microlibrary	MERGED	2026-01-31T19:24:21Z
930	feat(schema): Add Type-Safe Schema Migration System with Nested Support	yuvrajangadsingh:feat/schema-migration-system-519	CLOSED	2026-01-31T19:06:01Z
929	Restore Scala 3.3 LTS support with version-specific source directories	issue-926-restore-scala3-lts-remove-experimental	MERGED	2026-01-31T16:43:34Z
928	Add TypeRegistry and Schema rebinding (#179)	feature/179-type-registry-schema-rebinding	MERGED	2026-01-31T16:43:26Z
927	chore: Remove redundant @experimental annotations	feature/remove-experimental-926	MERGED	2026-01-31T13:59:53Z
925	Add Scala doc compilation to the CI build	plokhotnyuk:main	MERGED	2026-01-31T11:47:40Z
924	feat: basic migration system for ZIO schema 2	BenraouaneSoufiane:schema-migration	CLOSED	2026-01-31T08:04:00Z
923	Add JsonPatch for Json Patching and Diffing	Nanashi-lab:json-patch	MERGED	2026-01-31T07:56:33Z
922	Docs documentation	docs-module-rename	MERGED	2026-01-31T07:24:51Z
921	feat(schema): Add Schema Migration System	yuvrajangadsingh:feat/schema-migration-system-519	CLOSED	2026-01-31T04:52:56Z
920	Fix Scaladoc again	fix-scaladoc-2	MERGED	2026-01-31T03:07:01Z
917	Update scala3-compiler, scala3-library, ... to 3.8.1	update/scala3-compiler-3.8.1	CLOSED	2026-01-31T00:56:40Z
916	Fix Scaladoc	fix-scaladoc-1	MERGED	2026-01-31T00:12:08Z
915	Add schema syntax extensions for values with Schema instances	feature/schema-syntax	MERGED	2026-01-30T23:07:07Z
914	Remove wrapperPrimitiveType field from Reflect.Wrapper	cleanup/schema-binding-wrapper	MERGED	2026-01-30T23:01:14Z
913	Improve Schema <-> JsonSchema roundtrip fidelity	feature/json-schema-roundtrip-tests	MERGED	2026-01-30T22:41:16Z
912	feat(markdown): add GFM-compliant markdown module	yuvrajangadsingh:feat/gfm-markdown-library-899	CLOSED	2026-01-30T21:41:01Z
909	feat(typeid): Pretty-print TypeId, TypeRepr, and TypeParam as idiomatic Scala	typeid-pretty-print	MERGED	2026-01-30T20:27:02Z
907	Add ChunkMap and refactor JsonSchema for order preservation	fix/chunk-map-ordered	MERGED	2026-01-30T19:28:00Z
906	Make Binding.Wrapper.unwrap failable and throw SchemaError directly	schema-transform-failable-unwrap	MERGED	2026-01-30T19:27:23Z
905	Update AGENTS.md: add gh CLI preference and docs requirement	update-agents-md-2	MERGED	2026-01-30T17:22:45Z
904	Update AGENTS.md: add sbtn setup, fix commands and downstream deps	update-agents-md	MERGED	2026-01-30T15:56:22Z
903	feat: enhance toString methods for core data types	yuvrajangadsingh:feat/enhance-tostring-802	CLOSED	2026-01-30T15:47:12Z
902	feat(schema): structure-preserving JsonSchema to Reflect conversion	structured-schema-from-jsonschema	MERGED	2026-01-30T14:29:56Z
901	More efficient implementation of array-based chunks	plokhotnyuk:main	MERGED	2026-01-30T14:17:36Z
900	feat(markdown): Add GitHub Flavored Markdown micro-library	docs	MERGED	2026-01-30T12:38:16Z
898	Feat/schema migration 519	orbin123:feat/schema-migration-519	CLOSED	2026-01-30T10:03:13Z
897	Add core types for schema migration system	orbin123:main	CLOSED	2026-01-30T08:55:53Z
896	feat(schema): implement structural type support for Binding.of with Scala 2/3 parity	feature/structural-binding-883	MERGED	2026-01-30T01:52:13Z
895	Add schema migration system with tests	Dairus01:feat/schema-migration-clean	CLOSED	2026-01-29T22:31:13Z
894	Add JsonPatch for JSON diffing and patching (#685)	natinew77-creator:feature/add-jsonpatch-685	CLOSED	2026-01-29T18:12:05Z
893	Cleanup `Chunk` and `ChunkBuilder` implementations	plokhotnyuk:main	MERGED	2026-01-29T17:02:19Z
892	Add Schema.derive(Format) overload	fix/derive-deriver-anti-pattern	MERGED	2026-01-29T14:11:00Z
891	Schema Migration System for zio-blocks	Nanashi-lab:migrationbounty	CLOSED	2026-01-29T13:47:17Z
890	refactor: use CommonMacroOps and extend SchemaBaseSpec in structural tests	fix/use-common-macro-ops	MERGED	2026-01-29T05:38:29Z
889	Replace JsonError and DynamicValueError with SchemaError	issue-868-replace-json-dynamic-error-with-schema-error	MERGED	2026-01-29T02:48:46Z
888	feat(schema): Add DynamicSchema for runtime validation of DynamicValue	feature/dynamic-schema-873	MERGED	2026-01-29T02:13:18Z
887	Update scalafmt-core to 3.10.5	update/scalafmt-core-3.10.5	CLOSED	2026-01-29T00:59:55Z
886	Update avro4s-core to 5.0.15	update/avro4s-core-5.0.15	MERGED	2026-01-29T00:59:15Z
885	Add defaultValue and examples parameters to Deriver methods	issue878	MERGED	2026-01-29T00:09:17Z
884	Implement Schema Migration System for ZIO Schema 2	hamza426-ahm:feature/schema-migration	CLOSED	2026-01-28T20:08:12Z
882	Pure Algebraic Schema Migration System	Aqil-Ahmad:migrationSystem	OPEN	2026-01-28T13:08:49Z
881	More efficient implementation of `Chunk` and `ChunkBuilder` methods + increase their test coverage	plokhotnyuk:main	MERGED	2026-01-28T10:36:24Z
880	feat: implement schema migration system	Dairus01:feat/schema-migration	CLOSED	2026-01-28T09:46:50Z
879	Adds Primitive validation to Schema/Reflect/Term/etc. toString() .	Nanashi-lab:validatetostring	MERGED	2026-01-28T02:53:51Z
877	feat(binding): Binding.of macro for standalone binding derivation (#871)	feature/binding-of-macro	MERGED	2026-01-28T02:44:57Z
876	Implement JsonPatch and full documentation	othmanesp0:feature/json-patch-2	CLOSED	2026-01-27T21:17:29Z
875	feat(binding): make Binding.Seq and Binding.Map covariant in element types	covariant-bindings	MERGED	2026-01-27T20:54:48Z
874	fix(schema): move defaultValue and examples from Binding to Reflect (#869)	issue-869-move-defaultvalue-examples-to-reflect	MERGED	2026-01-27T20:05:02Z
872	Add Schema Migration System for ZIO Schema 2	SolariSystems:feature/schema-migration-v2	CLOSED	2026-01-27T17:13:43Z
870	feat: Add JsonPatch type for diffing and patching JSON values (Algora Bounty #685)	othmanesp0:json-patch-final	CLOSED	2026-01-27T17:01:18Z
